"Reference","Year","Month","Season","bay_segment","Longitude","Latitude","ScoreNumTaxa","ScoreShannon","ScoreTaxaSelect","ScoreTaxaBenthic","ScoreNumGuilds","TBNI_Score"
"TBM2010030104",2010,3,"Winter","OTB",-82.707733,27.931633,5,2,7,4,8,52
"TBM2010030106",2010,3,"Winter","OTB",-82.597516,27.865,8,6,10,7,8,78
"TBM2010030205",2010,3,"Winter","MTB",-82.510983,27.699783,5,5,7,4,5,52
"TBM2010030207",2010,3,"Winter","MTB",-82.533383,27.68335,6,4,7,5,10,64
"TBM2010030301",2010,3,"Winter","MTB",-82.629933,27.713666,3,0,3,3,8,34
"TBM2010030302",2010,3,"Winter","MTB",-82.629666,27.714683,4,1,7,4,5,42
"TBM2010030304",2010,3,"Winter","LTB",-82.69845,27.635066,2,5,7,2,5,42
"TBM2010030403",2010,3,"Winter","LTB",-82.680766,27.526116,2,0,0,2,5,18
"TBM2010030404",2010,3,"Winter","LTB",-82.670133,27.5207,8,7,7,7,10,78
"TBM2010030501",2010,3,"Winter","HB",-82.485333,27.893116,4,5,7,3,5,48
"TBM2010030503",2010,3,"Winter","HB",-82.3984,27.8142,6,2,7,7,5,54
"TBM2010030504",2010,3,"Winter","HB",-82.428783,27.869683,7,4,7,7,5,60
"TBM2010030601",2010,3,"Winter","OTB",-82.616416,27.983133,8,4,7,9,8,72
"TBM2010030602",2010,3,"Winter","OTB",-82.622233,27.993366,10,10,10,10,10,100
"TBM2010030606",2010,3,"Winter","OTB",-82.6546,28.0094,5,5,7,5,8,60
"TBM2010030701",2010,3,"Winter","HB",-82.3966,27.814866,4,4,3,3,8,44
"TBM2010030702",2010,3,"Winter","MTB",-82.533883,27.8327,6,1,7,4,10,56
"TBM2010030704",2010,3,"Winter","MTB",-82.50795,27.8235,4,2,3,4,5,36
"TBM2010030705",2010,3,"Winter","HB",-82.487083,27.86365,2,3,3,2,5,30
"TBM2010030801",2010,3,"Winter","OTB",-82.532783,27.8855,5,4,7,5,5,52
"TBM2010030905",2010,3,"Winter","LTB",-82.608316,27.569766,5,2,3,5,5,40
"TBM2010031001",2010,3,"Winter","MTB",-82.624066,27.72955,4,0,7,3,8,44
"TBM2010031002",2010,3,"Winter","MTB",-82.621066,27.731883,5,8,7,5,8,66
"TBM2010032001",2010,3,"Winter","OTB",-82.61065,27.884683,3,6,3,2,10,48
"TBM2010034603",2010,3,"Winter","HB",-82.436866,27.87745,2,3,3,2,5,30
"TBM2010034604",2010,3,"Winter","HB",-82.436716,27.878483,3,4,7,3,5,44
"TBM2010034605",2010,3,"Winter","HB",-82.433983,27.884866,4,3,7,3,8,50
"TBM2010040101",2010,4,"Spring","MTB",-82.429066,27.782916,2,5,10,2,3,44
"TBM2010040102",2010,4,"Spring","MTB",-82.421916,27.790716,0,0,3,0,0,6
"TBM2010040201",2010,4,"Spring","OTB",-82.657616,27.998833,10,8,7,8,10,86
"TBM2010040202",2010,4,"Spring","OTB",-82.705883,27.959016,5,5,7,5,10,64
"TBM2010040205",2010,4,"Spring","OTB",-82.650116,27.912966,2,4,7,3,3,38
"TBM2010040206",2010,4,"Spring","OTB",-82.650966,27.906466,2,5,0,3,0,20
"TBM2010040208",2010,4,"Spring","OTB",-82.566266,27.961233,4,4,3,4,7,44
"TBM2010040502",2010,4,"Spring","LTB",-82.673333,27.644233,0,0,0,0,0,0
"TBM2010040503",2010,4,"Spring","LTB",-82.6719,27.642266,2,2,0,1,3,16
"TBM2010040804",2010,4,"Spring","OTB",-82.6659,28.021,7,6,7,7,10,74
"TBM2010040805",2010,4,"Spring","OTB",-82.616633,28.001833,7,9,7,7,10,80
"TBM2010040902",2010,4,"Spring","HB",-82.481683,27.878716,2,2,3,2,8,34
"TBM2010040903",2010,4,"Spring","HB",-82.4866,27.8745,5,3,7,4,8,54
"TBM2010040904",2010,4,"Spring","HB",-82.438933,27.822183,2,4,7,2,5,40
"TBM2010040905",2010,4,"Spring","HB",-82.437,27.873816,3,6,7,3,5,48
"TBM2010040907",2010,4,"Spring","MTB",-82.477983,27.72635,2,5,7,1,3,36
"TBM2010041001",2010,4,"Spring","OTB",-82.602466,27.87815,5,4,10,5,7,62
"TBM2010041101",2010,4,"Spring","OTB",-82.595933,27.874766,8,9,10,7,7,82
"TBM2010041102",2010,4,"Spring","OTB",-82.5496,27.851933,9,6,10,8,10,86
"TBM2010041103",2010,4,"Spring","MTB",-82.597733,27.7998,5,1,7,5,10,56
"TBM2010041104",2010,4,"Spring","MTB",-82.622133,27.790216,6,7,7,5,7,64
"TBM2010041105",2010,4,"Spring","MTB",-82.609366,27.840316,3,9,7,4,7,60
"TBM2010041201",2010,4,"Spring","MTB",-82.503116,27.677866,6,5,7,5,7,60
"TBM2010041202",2010,4,"Spring","LTB",-82.618416,27.586166,7,2,10,6,10,70
"TBM2010041206",2010,4,"Spring","MTB",-82.543183,27.662216,9,9,10,9,10,94
"TBM2010044410",2010,4,"Spring","HB",-82.399283,27.831833,1,0,0,1,2,8
"TBM2010044411",2010,4,"Spring","HB",-82.399666,27.838316,3,7,0,4,5,38
"TBM2010050201",2010,5,"Spring","MTB",-82.507016,27.716716,2,6,3,2,3,32
"TBM2010050302",2010,5,"Spring","OTB",-82.5476,27.84275,2,6,0,3,3,28
"TBM2010050303",2010,5,"Spring","MTB",-82.582633,27.827616,4,8,3,5,7,54
"TBM2010050305",2010,5,"Spring","MTB",-82.626,27.85245,1,0,0,0,3,8
"TBM2010050501",2010,5,"Spring","OTB",-82.53425,27.920716,10,6,7,10,10,86
"TBM2010050502",2010,5,"Spring","OTB",-82.566033,27.965666,9,10,10,6,10,90
"TBM2010050504",2010,5,"Spring","OTB",-82.68545,27.9896,10,8,10,10,10,96
"TBM2010050505",2010,5,"Spring","OTB",-82.641683,28.020566,5,4,7,3,7,52
"TBM2010050506",2010,5,"Spring","OTB",-82.613033,27.9884,6,10,0,5,7,56
"TBM2010050603",2010,5,"Spring","LTB",-82.689116,27.515016,6,2,0,6,3,34
"TBM2010050605",2010,5,"Spring","LTB",-82.711366,27.506733,2,6,0,1,3,24
"TBM2010050606",2010,5,"Spring","LTB",-82.722316,27.5243,8,5,7,8,7,70
"TBM2010050607",2010,5,"Spring","LTB",-82.723616,27.529816,2,7,7,1,3,40
"TBM2010050701",2010,5,"Spring","MTB",-82.467333,27.7471,4,5,3,4,10,52
"TBM2010050702",2010,5,"Spring","MTB",-82.447033,27.759083,8,6,7,8,7,72
"TBM2010050704",2010,5,"Spring","HB",-82.398916,27.826333,5,8,0,6,8,54
"TBM2010050705",2010,5,"Spring","HB",-82.4809,27.885733,9,9,7,9,10,88
"TBM2010050805",2010,5,"Spring","LTB",-82.67455,27.646583,6,4,0,5,7,44
"TBM2010051004",2010,5,"Spring","OTB",-82.684966,27.91645,8,7,7,5,10,74
"TBM2010051005",2010,5,"Spring","OTB",-82.677066,27.916533,2,6,0,3,3,28
"TBM2010051105",2010,5,"Spring","LTB",-82.5655,27.617,2,7,0,3,3,30
"TBM2010051106",2010,5,"Spring","LTB",-82.55655,27.60945,7,7,7,6,10,74
"TBM2010051205",2010,5,"Spring","MTB",-82.623516,27.729416,5,0,3,5,10,46
"TBM2010051207",2010,5,"Spring","MTB",-82.62675,27.775033,2,6,3,2,3,32
"TBM2010051301",2010,5,"Spring","MTB",-82.636666,27.707366,10,4,10,10,7,82
"TBM2010051403",2010,5,"Spring","HB",-82.402583,27.812883,2,6,3,3,5,38
"TBM2010051404",2010,5,"Spring","HB",-82.4313,27.832283,2,3,3,1,2,22
"TBM2010051405",2010,5,"Spring","HB",-82.424816,27.874766,9,10,3,9,10,82
"TBM2010051406",2010,5,"Spring","HB",-82.413466,27.897033,10,5,7,10,10,84
"TBM2010060101",2010,6,"Summer","OTB",-82.587933,27.891533,2,6,0,2,3,26
"TBM2010060104",2010,6,"Summer","OTB",-82.53125,27.9232,6,6,8,5,7,64
"TBM2010060303",2010,6,"Summer","OTB",-82.543683,27.84625,5,7,10,5,10,74
"TBM2010060305",2010,6,"Summer","MTB",-82.596466,27.8266,8,5,5,7,7,64
"TBM2010060306",2010,6,"Summer","MTB",-82.607833,27.82825,2,1,0,2,7,24
"TBM2010060307",2010,6,"Summer","MTB",-82.600866,27.828083,2,4,0,2,7,30
"TBM2010060502",2010,6,"Summer","OTB",-82.575966,27.975766,6,2,10,5,10,66
"TBM2010060503",2010,6,"Summer","OTB",-82.693433,27.961183,6,9,5,4,10,68
"TBM2010060504",2010,6,"Summer","OTB",-82.6919,27.98125,9,9,5,9,10,84
"TBM2010060505",2010,6,"Summer","OTB",-82.687983,27.9884,6,10,5,6,10,74
"TBM2010060506",2010,6,"Summer","OTB",-82.66695,28.01325,6,10,5,6,10,74
"TBM2010060601",2010,6,"Summer","MTB",-82.498116,27.681516,5,3,5,5,10,56
"TBM2010060602",2010,6,"Summer","MTB",-82.49755,27.682716,5,5,8,5,10,66
"TBM2010060701",2010,6,"Summer","LTB",-82.590333,27.573566,4,8,10,6,3,62
"TBM2010060702",2010,6,"Summer","LTB",-82.58945,27.600316,4,5,3,6,3,42
"TBM2010060801",2010,6,"Summer","MTB",-82.618583,27.724183,1,4,2,1,3,22
"TBM2010060802",2010,6,"Summer","MTB",-82.623233,27.703083,5,2,2,4,10,46
"TBM2010061004",2010,6,"Summer","LTB",-82.71065,27.526916,0,0,0,0,0,0
"TBM2010061103",2010,6,"Summer","MTB",-82.465516,27.748233,5,9,8,6,7,70
"TBM2010061104",2010,6,"Summer","HB",-82.410133,27.811083,2,4,2,2,7,34
"TBM2010061105",2010,6,"Summer","HB",-82.433416,27.89745,8,9,8,5,10,80
"TBM2010061306",2010,6,"Summer","LTB",-82.7038,27.625966,5,4,7,5,7,56
"TBM2010061307",2010,6,"Summer","LTB",-82.6996,27.630266,2,6,3,2,7,40
"TBM2010064109",2010,6,"Summer","HB",-82.417233,27.95255,5,5,8,5,7,60
"TBM2010064115",2010,6,"Summer","HB",-82.41595,27.9267,3,1,5,4,7,40
"TBM2010064305",2010,6,"Summer","HB",-82.4029,27.87025,7,8,2,7,10,68
"TBM2010064306",2010,6,"Summer","HB",-82.425716,27.867483,9,9,8,9,10,90
"TBM2010064308",2010,6,"Summer","HB",-82.406066,27.847866,9,5,5,9,10,76
"TBM2010064311",2010,6,"Summer","HB",-82.399233,27.826083,5,9,2,4,10,60
"TBM2010070201",2010,7,"Summer","OTB",-82.722133,27.9535,6,0,8,2,10,52
"TBM2010070202",2010,7,"Summer","OTB",-82.697016,27.922483,2,0,2,1,10,30
"TBM2010070302",2010,7,"Summer","OTB",-82.64005,27.896916,10,3,8,9,10,80
"TBM2010070303",2010,7,"Summer","OTB",-82.628133,27.908983,8,2,8,8,10,72
"TBM2010070305",2010,7,"Summer","OTB",-82.62565,27.887333,3,3,0,1,3,20
"TBM2010070307",2010,7,"Summer","OTB",-82.537083,27.9028,1,5,2,1,0,18
"TBM2010070308",2010,7,"Summer","OTB",-82.542633,27.891066,2,6,0,3,7,36
"TBM2010070401",2010,7,"Summer","MTB",-82.508016,27.677033,7,6,8,6,10,74
"TBM2010070402",2010,7,"Summer","LTB",-82.554016,27.598883,6,2,7,7,10,64
"TBM2010070403",2010,7,"Summer","LTB",-82.5542,27.60885,8,8,7,8,10,82
"TBM2010070407",2010,7,"Summer","MTB",-82.538083,27.671816,4,6,5,4,7,52
"TBM2010070601",2010,7,"Summer","HB",-82.4907,27.917266,1,3,0,0,3,14
"TBM2010070603",2010,7,"Summer","HB",-82.404083,27.858366,9,9,10,10,10,96
"TBM2010070605",2010,7,"Summer","HB",-82.420383,27.89265,1,3,0,1,3,16
"TBM2010070607",2010,7,"Summer","HB",-82.435916,27.9042,1,2,0,0,3,12
"TBM2010070905",2010,7,"Summer","LTB",-82.67345,27.647833,1,6,0,2,7,32
"TBM2010071004",2010,7,"Summer","MTB",-82.63125,27.719383,8,7,8,8,7,76
"TBM2010071005",2010,7,"Summer","MTB",-82.628066,27.756883,1,5,0,0,0,12
"TBM2010071006",2010,7,"Summer","MTB",-82.634333,27.742716,9,7,10,10,7,86
"TBM2010071101",2010,7,"Summer","OTB",-82.594066,27.845733,7,7,5,6,10,70
"TBM2010071106",2010,7,"Summer","OTB",-82.557266,27.836116,3,6,0,2,10,42
"TBM2010071107",2010,7,"Summer","OTB",-82.541183,27.8435,4,4,0,4,3,30
"TBM2010071203",2010,7,"Summer","MTB",-82.468566,27.75165,6,9,8,8,7,76
"TBM2010071205",2010,7,"Summer","MTB",-82.49455,27.708566,5,6,5,4,7,54
"TBM2010071206",2010,7,"Summer","MTB",-82.50335,27.717233,7,10,5,9,7,76
"TBM2010071207",2010,7,"Summer","HB",-82.43545,27.775733,8,8,10,8,7,82
"TBM2010074613",2010,7,"Summer","HB",-82.41635,27.929283,3,6,0,3,3,30
"TBM2010080206",2010,8,"Summer","LTB",-82.696883,27.632833,4,8,3,4,10,58
"TBM2010080502",2010,8,"Summer","LTB",-82.670783,27.527666,0,0,0,0,0,0
"TBM2010080601",2010,8,"Summer","MTB",-82.496733,27.681333,4,2,2,4,7,38
"TBM2010080602",2010,8,"Summer","LTB",-82.55085,27.650283,5,1,3,5,7,42
"TBM2010080603",2010,8,"Summer","LTB",-82.560016,27.616833,5,4,3,5,10,54
"TBM2010080607",2010,8,"Summer","LTB",-82.605,27.584183,6,8,7,8,3,64
"TBM2010080901",2010,8,"Summer","OTB",-82.579566,27.977383,2,1,0,0,3,12
"TBM2010080902",2010,8,"Summer","OTB",-82.62145,27.993416,2,0,0,1,7,20
"TBM2010080903",2010,8,"Summer","OTB",-82.677033,28.00365,4,8,5,4,10,62
"TBM2010080906",2010,8,"Summer","OTB",-82.683,27.918583,8,9,8,8,10,86
"TBM2010080908",2010,8,"Summer","OTB",-82.552833,27.965883,7,9,2,7,10,70
"TBM2010081001",2010,8,"Summer","OTB",-82.552,27.848233,8,8,10,6,10,84
"TBM2010081003",2010,8,"Summer","OTB",-82.591616,27.876016,2,5,0,2,7,32
"TBM2010081004",2010,8,"Summer","OTB",-82.6075,27.86955,1,1,0,1,3,12
"TBM2010081005",2010,8,"Summer","MTB",-82.610183,27.8408,1,0,2,1,3,14
"TBM2010081006",2010,8,"Summer","MTB",-82.6089,27.8429,6,9,5,6,10,72
"TBM2010081101",2010,8,"Summer","HB",-82.425133,27.874216,9,9,5,10,10,86
"TBM2010081102",2010,8,"Summer","HB",-82.423983,27.881583,3,6,5,4,7,50
"TBM2010081104",2010,8,"Summer","HB",-82.486516,27.9224,6,2,5,5,10,56
"TBM2010081105",2010,8,"Summer","HB",-82.487083,27.8712,3,8,5,4,7,54
"TBM2010081106",2010,8,"Summer","HB",-82.4831,27.877566,3,4,5,5,7,48
"TBM2010081201",2010,8,"Summer","OTB",-82.63765,27.997033,0,0,0,0,0,0
"TBM2010081202",2010,8,"Summer","OTB",-82.632616,28.001716,6,4,8,5,10,66
"TBM2010081406",2010,8,"Summer","MTB",-82.61995,27.708966,4,9,2,3,7,50
"TBM2010084405",2010,8,"Summer","HB",-82.396533,27.833166,10,8,10,10,10,96
"TBM2010084409",2010,8,"Summer","HB",-82.431,27.8344,7,7,2,6,10,64
"TBM2010084601",2010,8,"Summer","HB",-82.425166,27.927633,7,4,2,7,7,54
"TBM2010084605",2010,8,"Summer","HB",-82.41375,27.932766,5,7,8,5,10,70
"TBM2010090102",2010,9,"Summer","MTB",-82.491216,27.823516,5,9,0,4,7,50
"TBM2010090204",2010,9,"Summer","HB",-82.488666,27.900733,7,4,8,7,10,72
"TBM2010090206",2010,9,"Summer","HB",-82.441633,27.825533,3,8,2,2,10,50
"TBM2010090208",2010,9,"Summer","MTB",-82.405,27.791766,5,6,2,6,7,52
"TBM2010090209",2010,9,"Summer","HB",-82.41145,27.809483,3,5,0,2,7,34
"TBM2010090302",2010,9,"Summer","LTB",-82.624466,27.589666,3,0,0,2,10,30
"TBM2010090303",2010,9,"Summer","LTB",-82.6132,27.584766,7,9,10,7,10,86
"TBM2010090304",2010,9,"Summer","LTB",-82.612466,27.585216,2,4,0,3,3,24
"TBM2010090306",2010,9,"Summer","LTB",-82.651883,27.5222,3,5,3,2,10,46
"TBM2010090403",2010,9,"Summer","OTB",-82.643283,27.9095,3,5,2,2,7,38
"TBM2010090405",2010,9,"Summer","OTB",-82.542566,27.948083,2,4,0,2,3,22
"TBM2010090406",2010,9,"Summer","OTB",-82.546566,27.95745,4,5,2,3,10,48
"TBM2010090407",2010,9,"Summer","OTB",-82.551683,27.964166,5,7,2,4,7,50
"TBM2010090408",2010,9,"Summer","OTB",-82.565766,27.96375,2,7,2,1,7,38
"TBM2010090602",2010,9,"Summer","OTB",-82.64905,28.0118,10,9,10,9,10,96
"TBM2010090604",2010,9,"Summer","OTB",-82.7148,27.932466,2,7,2,2,3,32
"TBM2010090803",2010,9,"Summer","LTB",-82.6745,27.650216,2,6,3,2,7,40
"TBM2010090804",2010,9,"Summer","LTB",-82.671266,27.6572,7,10,3,9,10,78
"TBM2010091003",2010,9,"Summer","LTB",-82.623716,27.561783,1,3,0,1,3,16
"TBM2010091102",2010,9,"Summer","MTB",-82.517666,27.70485,6,10,8,6,10,80
"TBM2010091107",2010,9,"Summer","MTB",-82.515616,27.678333,10,10,10,10,10,100
"TBM2010091201",2010,9,"Summer","OTB",-82.537816,27.8414,5,7,2,4,7,50
"TBM2010091206",2010,9,"Summer","MTB",-82.615083,27.846916,5,9,5,6,7,64
"TBM2010091207",2010,9,"Summer","MTB",-82.598916,27.834816,6,2,5,5,10,56
"TBM2010091208",2010,9,"Summer","OTB",-82.584866,27.8377,2,5,0,2,3,24
"TBM2010091209",2010,9,"Summer","OTB",-82.6036,27.868883,0,0,0,0,0,0
"TBM2010091302",2010,9,"Summer","MTB",-82.63595,27.721866,8,2,8,5,10,66
"TBM2010094316",2010,9,"Summer","HB",-82.433633,27.940083,2,3,2,2,10,38
"TBM2010094408",2010,9,"Summer","HB",-82.429316,27.863933,4,9,5,5,10,66
"TBM2010094409",2010,9,"Summer","HB",-82.431016,27.86355,3,8,5,3,10,58
"TBM2010100101",2010,10,"Fall","OTB",-82.54685,27.951283,3,8,2,4,7,48
"TBM2010100102",2010,10,"Fall","OTB",-82.6231,27.912733,0,0,0,0,0,0
"TBM2010100105",2010,10,"Fall","OTB",-82.705533,27.927166,9,10,8,8,10,90
"TBM2010100106",2010,10,"Fall","OTB",-82.71725,27.9573,9,4,8,7,10,76
"TBM2010100107",2010,10,"Fall","OTB",-82.622433,28.0112,7,0,10,8,10,70
"TBM2010100109",2010,10,"Fall","OTB",-82.561933,27.98015,6,8,5,4,10,66
"TBM2010100301",2010,10,"Fall","LTB",-82.652283,27.6989,5,5,8,5,10,66
"TBM2010100602",2010,10,"Fall","MTB",-82.519083,27.824433,1,3,2,2,0,16
"TBM2010100604",2010,10,"Fall","OTB",-82.539083,27.8358,9,2,10,10,10,82
"TBM2010100605",2010,10,"Fall","OTB",-82.5529,27.84735,10,9,10,10,10,98
"TBM2010100607",2010,10,"Fall","MTB",-82.429316,27.7826,6,6,8,5,10,70
"TBM2010100609",2010,10,"Fall","MTB",-82.4864,27.722933,4,9,2,5,7,54
"TBM2010100702",2010,10,"Fall","MTB",-82.4748,27.739133,1,0,0,1,3,10
"TBM2010100703",2010,10,"Fall","MTB",-82.475633,27.74715,3,6,2,3,7,42
"TBM2010100904",2010,10,"Fall","OTB",-82.62335,27.890466,0,0,0,0,0,0
"TBM2010100905",2010,10,"Fall","OTB",-82.616666,27.881783,0,0,0,0,0,0
"TBM2010101104",2010,10,"Fall","MTB",-82.617666,27.802683,1,6,2,1,3,26
"TBM2010101105",2010,10,"Fall","MTB",-82.625783,27.772983,3,6,5,4,7,50
"TBM2010101201",2010,10,"Fall","LTB",-82.565383,27.62345,9,7,10,9,10,90
"TBM2010101203",2010,10,"Fall","LTB",-82.551433,27.6085,10,8,10,10,10,96
"TBM2010101304",2010,10,"Fall","LTB",-82.721816,27.529083,5,7,0,5,8,50
"TBM2010101308",2010,10,"Fall","LTB",-82.67505,27.531283,5,8,5,6,10,68
"TBM2010104108",2010,10,"Fall","HB",-82.3977,27.8368,9,1,8,9,10,74
"TBM2010104109",2010,10,"Fall","HB",-82.424066,27.883216,1,0,0,1,2,8
"TBM2010104110",2010,10,"Fall","HB",-82.412983,27.898,7,7,8,7,10,78
"TBM2010104111",2010,10,"Fall","HB",-82.406883,27.870666,1,0,0,0,2,6
"TBM2010104406",2010,10,"Fall","HB",-82.414383,27.9519,6,3,8,6,10,66
"TBM2010110103",2010,11,"Fall","HB",-82.417766,27.89985,6,6,8,7,10,74
"TBM2010110104",2010,11,"Fall","HB",-82.406366,27.888183,6,6,5,4,10,62
"TBM2010110202",2010,11,"Fall","OTB",-82.598616,27.87605,1,5,0,1,3,20
"TBM2010110204",2010,11,"Fall","OTB",-82.561366,27.8331,0,0,0,0,0,0
"TBM2010110401",2010,11,"Fall","MTB",-82.456716,27.704316,4,6,2,4,7,46
"TBM2010110404",2010,11,"Fall","LTB",-82.550966,27.65025,5,6,2,5,8,52
"TBM2010110407",2010,11,"Fall","MTB",-82.51495,27.69775,9,10,10,8,10,94
"TBM2010110501",2010,11,"Fall","HB",-82.488433,27.865333,9,7,8,8,10,84
"TBM2010110503",2010,11,"Fall","MTB",-82.459833,27.749383,5,6,2,5,7,50
"TBM2010110504",2010,11,"Fall","HB",-82.435333,27.77585,3,2,0,2,8,30
"TBM2010110507",2010,11,"Fall","HB",-82.426633,27.868533,2,1,2,2,8,30
"TBM2010110509",2010,11,"Fall","HB",-82.44835,27.930766,0,0,0,0,0,0
"TBM2010110604",2010,11,"Fall","LTB",-82.633516,27.553516,2,4,0,2,8,32
"TBM2010110606",2010,11,"Fall","LTB",-82.6843,27.513116,6,7,2,6,10,62
"TBM2010110702",2010,11,"Fall","OTB",-82.627366,27.888816,8,10,10,10,7,90
"TBM2010110704",2010,11,"Fall","OTB",-82.71135,27.92935,7,3,8,6,10,68
"TBM2010110801",2010,11,"Fall","MTB",-82.600816,27.82805,6,6,5,6,10,66
"TBM2010110805",2010,11,"Fall","MTB",-82.6217,27.730216,6,6,8,7,7,68
"TBM2010110806",2010,11,"Fall","MTB",-82.635816,27.720383,10,1,10,10,10,82
"TBM2010110807",2010,11,"Fall","MTB",-82.632566,27.714033,10,7,10,10,10,94
"TBM2010111004",2010,11,"Fall","LTB",-82.601,27.588666,3,6,2,4,8,46
"TBM2010111005",2010,11,"Fall","LTB",-82.593033,27.5994,1,4,0,1,5,22
"TBM2010111401",2010,11,"Fall","OTB",-82.56255,27.937116,0,0,0,0,0,0
"TBM2010111402",2010,11,"Fall","OTB",-82.533566,27.932416,3,4,0,4,3,28
"TBM2010111404",2010,11,"Fall","OTB",-82.588266,27.892066,3,8,5,4,3,46
"TBM2010111405",2010,11,"Fall","OTB",-82.6676,28.01495,2,5,2,2,3,28
"TBM2010111406",2010,11,"Fall","OTB",-82.6428,28.018583,7,9,5,8,7,72
"TBM2010114509",2010,11,"Fall","HB",-82.41915,27.941516,1,2,0,1,5,18
"TBM2010120101",2010,12,"Winter","MTB",-82.511116,27.7109,9,6,3,7,8,66
"TBM2010120202",2010,12,"Winter","OTB",-82.6814,27.9626,2,2,0,2,5,22
"TBM2010120203",2010,12,"Winter","OTB",-82.71995,27.953483,4,2,3,5,8,44
"TBM2010120303",2010,12,"Winter","HB",-82.417783,27.893733,4,7,7,4,5,54
"TBM2010120605",2010,12,"Winter","MTB",-82.619733,27.72755,4,6,0,4,8,44
"TBM2010120703",2010,12,"Winter","MTB",-82.606533,27.825783,3,6,0,3,5,34
"TBM2010120705",2010,12,"Winter","OTB",-82.5393,27.84275,6,9,3,5,8,62
"TBM2010120706",2010,12,"Winter","OTB",-82.614866,27.862216,0,0,0,0,0,0
"TBM2010120802",2010,12,"Winter","HB",-82.47215,27.821583,5,9,7,6,8,70
"TBM2010120803",2010,12,"Winter","HB",-82.46925,27.843816,6,6,7,6,10,70
"TBM2010120804",2010,12,"Winter","HB",-82.484366,27.876966,5,6,7,4,8,60
"TBM2010120805",2010,12,"Winter","HB",-82.48375,27.892833,5,9,3,6,8,62
"TBM2010121002",2010,12,"Winter","OTB",-82.6807,28.013066,1,0,0,0,2,6
"TBM2010121003",2010,12,"Winter","OTB",-82.605233,27.87995,1,0,0,1,2,8
"TBM2010121004",2010,12,"Winter","OTB",-82.62815,27.907716,4,6,0,3,8,42
"TBM2010121005",2010,12,"Winter","OTB",-82.637233,27.899033,5,9,7,5,8,68
"TBM2010121006",2010,12,"Winter","OTB",-82.633333,27.902083,2,6,3,3,5,38
"TBM2010121008",2010,12,"Winter","OTB",-82.5659,27.965766,3,7,7,4,8,58
"TBM2010121101",2010,12,"Winter","LTB",-82.676366,27.658766,8,10,7,7,8,80
"TBM2010121109",2010,12,"Winter","LTB",-82.644333,27.6901,2,6,0,2,8,36
"TBM2010121201",2010,12,"Winter","LTB",-82.572016,27.622783,2,4,3,2,5,32
"TBM2010121301",2010,12,"Winter","LTB",-82.570466,27.6089,1,0,0,1,2,8
"TBM2010121302",2010,12,"Winter","LTB",-82.573566,27.609616,0,0,0,0,0,0
"TBM2010121303",2010,12,"Winter","LTB",-82.604,27.5917,0,0,0,0,0,0
"TBM2010124306",2010,12,"Winter","HB",-82.4319,27.839183,0,0,0,0,0,0
"TBM2010124307",2010,12,"Winter","HB",-82.4311,27.86365,1,0,0,1,2,8
"TBM2010124608",2010,12,"Winter","HB",-82.4237,27.941743,6,10,7,7,5,70
"TBM2011010204",2011,1,"Winter","MTB",-82.626183,27.7384,8,7,10,6,8,78
"TBM2011010402",2011,1,"Winter","HB",-82.397466,27.814566,4,5,7,3,8,54
"TBM2011010403",2011,1,"Winter","HB",-82.435733,27.8877,1,0,0,1,2,8
"TBM2011010405",2011,1,"Winter","HB",-82.480316,27.859216,3,4,7,3,2,38
"TBM2011010407",2011,1,"Winter","MTB",-82.48315,27.821066,10,6,10,10,8,88
"TBM2011010601",2011,1,"Winter","OTB",-82.657433,28.001733,3,6,7,3,5,48
"TBM2011010602",2011,1,"Winter","OTB",-82.684516,28.022616,1,0,3,1,2,14
"TBM2011010603",2011,1,"Winter","OTB",-82.704016,27.959433,1,0,3,1,2,14
"TBM2011010604",2011,1,"Winter","OTB",-82.65945,27.91805,2,4,7,2,5,40
"TBM2011010605",2011,1,"Winter","OTB",-82.656033,27.9165,0,0,0,0,0,0
"TBM2011010702",2011,1,"Winter","OTB",-82.596816,27.85275,2,1,10,3,8,48
"TBM2011010705",2011,1,"Winter","OTB",-82.546033,27.8645,1,0,0,1,2,8
"TBM2011010801",2011,1,"Winter","MTB",-82.534083,27.831883,3,6,7,3,5,48
"TBM2011010803",2011,1,"Winter","MTB",-82.616083,27.818766,6,1,3,5,8,46
"TBM2011010804",2011,1,"Winter","MTB",-82.605716,27.797866,3,6,3,1,5,36
"TBM2011010905",2011,1,"Winter","LTB",-82.724583,27.5246,2,6,0,2,5,30
"TBM2011010906",2011,1,"Winter","LTB",-82.693366,27.51745,3,7,3,2,8,46
"TBM2011011001",2011,1,"Winter","LTB",-82.5559,27.650116,2,3,0,2,5,24
"TBM2011011006",2011,1,"Winter","MTB",-82.422883,27.788266,4,3,3,3,8,42
"TBM2011011201",2011,1,"Winter","OTB",-82.627916,27.98935,2,3,3,2,8,36
"TBM2011011204",2011,1,"Winter","OTB",-82.569366,27.9718,8,8,10,7,10,86
"TBM2011011303",2011,1,"Winter","HB",-82.407733,27.9043,10,7,10,8,10,90
"TBM2011014602",2011,1,"Winter","HB",-82.416616,27.927066,0,0,0,0,0,0
"TBM2011014603",2011,1,"Winter","HB",-82.41535,27.930766,3,4,3,3,2,30
"TBM2011014606",2011,1,"Winter","HB",-82.4254,27.946766,6,6,10,4,8,68
