"Reference","Project_1","Project_2","Project_3","Sampling_Date","Latitude","Longitude","Zone","Grid","Stratum","effort","Species_record_id","NODCCODE","Scientificname","Commonname","Splittype","Splitlevel","Cells","Number"
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,1,"8835010105","Centropomus undecimalis","Common Snook","."," .",NA,1
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,2,"8762020101","Synodus foetens","Inshore Lizardfish","."," .",NA,1
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,3,"8835400201","Orthopristis chrysoptera","Pigfish","."," .",NA,19
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,4,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,52
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,5,"8847010701","Microgobius gulosus","Clown Goby","."," .",NA,62
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,6,"8835440301","Bairdiella chrysoura","Silver Perch","."," .",NA,248
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,7,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,3
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,8,"8762020101","Synodus foetens","Inshore Lizardfish","."," .",NA,1
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,9,"8820020113","Syngnathus scovelli","Gulf Pipefish","."," .",NA,3
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,10,"8747050200","Brevoortia spp.","Menhadens","."," .",NA,1
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,11,"8835440102","Cynoscion nebulosus","Spotted Seatrout","."," .",NA,8
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,12,"8835430301","Archosargus probatocephalus","Sheepshead","."," .",NA,2
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,13,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,194
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,14,"8861010208","Sphoeroides nephelus","Southern Puffer","."," .",NA,2
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,15,"8847010600","Gobiosoma spp.","Gobiosoma Gobies","."," .",NA,2
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,16,"8835390100","Eucinostomus spp.","Eucinostomus","."," .",NA,1
"TBM2011050703","AM",". ",". ","2011-05-11",27.680316,-82.5061,"E",322,"A",1.4,17,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,1
"TBM2011050704","AM",". ",". ","2011-05-11",27.683816,-82.533366,"E",303,"A",1.4,1,"8835440301","Bairdiella chrysoura","Silver Perch","."," .",NA,206
"TBM2011050704","AM",". ",". ","2011-05-11",27.683816,-82.533366,"E",303,"A",1.4,2,"8837010102","Sphyraena borealis","Sennet","."," .",NA,1
"TBM2011050704","AM",". ",". ","2011-05-11",27.683816,-82.533366,"E",303,"A",1.4,3,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,42
"TBM2011050704","AM",". ",". ","2011-05-11",27.683816,-82.533366,"E",303,"A",1.4,4,"8820020113","Syngnathus scovelli","Gulf Pipefish","."," .",NA,6
"TBM2011050704","AM",". ",". ","2011-05-11",27.683816,-82.533366,"E",303,"A",1.4,5,"8820020104","Syngnathus louisianae","Chain Pipefish","."," .",NA,1
"TBM2011050704","AM",". ",". ","2011-05-11",27.683816,-82.533366,"E",303,"A",1.4,6,"8835400201","Orthopristis chrysoptera","Pigfish","."," .",NA,2
"TBM2011050704","AM",". ",". ","2011-05-11",27.683816,-82.533366,"E",303,"A",1.4,7,"8842010302","Chasmodes saburrae","Florida Blenny","."," .",NA,1
"TBM2011050704","AM",". ",". ","2011-05-11",27.683816,-82.533366,"E",303,"A",1.4,8,"8847010701","Microgobius gulosus","Clown Goby","."," .",NA,1
"TBM2011050704","AM",". ",". ","2011-05-11",27.683816,-82.533366,"E",303,"A",1.4,9,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,3
"TBM2011050704","AM",". ",". ","2011-05-11",27.683816,-82.533366,"E",303,"A",1.4,10,"8835280401","Chloroscombrus chrysurus","Atlantic Bumper","."," .",NA,1
"TBM2011050704","AM",". ",". ","2011-05-11",27.683816,-82.533366,"E",303,"A",1.4,11,"8747020201","Anchoa hepsetus","Striped Anchovy","."," .",NA,2
"TBM2011050801","AM",". ",". ","2011-05-16",27.864983,-82.603616,"B",125,"S",1.4,1,"8835440401","Leiostomus xanthurus","Spot","."," .",NA,2
"TBM2011050801","AM",". ",". ","2011-05-16",27.864983,-82.603616,"B",125,"S",1.4,2,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,3
"TBM2011050801","AM",". ",". ","2011-05-16",27.864983,-82.603616,"B",125,"S",1.4,3,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,282
"TBM2011050801","AM",". ",". ","2011-05-16",27.864983,-82.603616,"B",125,"S",1.4,4,"8835390100","Eucinostomus spp.","Eucinostomus","."," .",NA,3
"TBM2011050801","AM",". ",". ","2011-05-16",27.864983,-82.603616,"B",125,"S",1.4,5,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,2
"TBM2011050801","AM",". ",". ","2011-05-16",27.864983,-82.603616,"B",125,"S",1.4,6,"8835390100","Eucinostomus spp.","Eucinostomus","."," .",NA,7
"TBM2011050801","AM",". ",". ","2011-05-16",27.864983,-82.603616,"B",125,"S",1.4,7,"8835440102","Cynoscion nebulosus","Spotted Seatrout","."," .",NA,2
"TBM2011050801","AM",". ",". ","2011-05-16",27.864983,-82.603616,"B",125,"S",1.4,8,"8847010603","Gobiosoma robustum","Code Goby","."," .",NA,1
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,1,"8860030201","Acanthostracion quadricornis","Scrawled Cowfish","."," .",NA,1
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,2,"8835440102","Cynoscion nebulosus","Spotted Seatrout","."," .",NA,1
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,3,"6189010301","Callinectes sapidus","Blue Crab","."," .",NA,1
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,4,"6189010301","Callinectes sapidus","Blue Crab","."," .",NA,1
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,5,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,43
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,6,"8835400201","Orthopristis chrysoptera","Pigfish","."," .",NA,3
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,7,"8835400201","Orthopristis chrysoptera","Pigfish","."," .",NA,18
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,8,"8835430401","Diplodus holbrookii","Spottail Pinfish","."," .",NA,1
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,9,"8835430301","Archosargus probatocephalus","Sheepshead","."," .",NA,1
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,10,"8835440401","Leiostomus xanthurus","Spot","."," .",NA,1
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,11,"8835440301","Bairdiella chrysoura","Silver Perch","."," .",NA,3
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,12,"8835440301","Bairdiella chrysoura","Silver Perch","."," .",NA,344
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,13,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,1475
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,14,"8835440301","Bairdiella chrysoura","Silver Perch","."," .",NA,3
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,15,"8820020113","Syngnathus scovelli","Gulf Pipefish","."," .",NA,3
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,16,"8820020113","Syngnathus scovelli","Gulf Pipefish","."," .",NA,1
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,17,"8835440301","Bairdiella chrysoura","Silver Perch","."," .",NA,6
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,18,"8820020104","Syngnathus louisianae","Chain Pipefish","."," .",NA,1
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,19,"8747020201","Anchoa hepsetus","Striped Anchovy","."," .",NA,227
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,20,"8747060303","Harengula jaguana","Scaled Sardine","."," .",NA,4
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,21,"8835440102","Cynoscion nebulosus","Spotted Seatrout","."," .",NA,1
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,22,"8747020201","Anchoa hepsetus","Striped Anchovy","."," .",NA,19
"TBM2011050802","AM",". ",". ","2011-05-16",27.84355,-82.58815,"B",139,"A",1.4,23,"8747020201","Anchoa hepsetus","Striped Anchovy","."," .",NA,3
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,1,"8713050105","Hypanus sabinus","Atlantic Stingray","."," .",NA,1
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,2,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,45
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,3,"8805030300","Menidia spp.","New World silversides","."," .",NA,3
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,4,"8805030300","Menidia spp.","New World silversides","."," .",NA,139
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,5,"8835440401","Leiostomus xanthurus","Spot","."," .",NA,3
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,6,"8861010208","Sphoeroides nephelus","Southern Puffer","."," .",NA,3
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,7,"8804080201","Poecilia latipinna","Sailfin Molly","."," .",NA,1
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,8,"8835390100","Eucinostomus spp.","Eucinostomus","."," .",NA,7
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,9,"8804040101","Cyprinodon variegatus","Sheepshead Minnow","."," .",NA,2
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,10,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,1
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,11,"8805030201","Membras martinica","Rough Silverside","."," .",NA,1
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,12,"8804040501","Floridichthys carpio","Goldspotted Killifish","."," .",NA,2
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,13,"8847010701","Microgobius gulosus","Clown Goby","."," .",NA,1
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,14,"8861010208","Sphoeroides nephelus","Southern Puffer","."," .",NA,1
"TBM2011050805","AM",". ",". ","2011-05-16",27.86505,-82.53865,"B",129,"S",1.4,15,"8803020200","Strongylura spp.","Needlefishes","."," .",NA,1
"TBM2011050807","AM",". ",". ","2011-05-16",27.8826,-82.5345,"B",115,"A",1.4,1,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,89
"TBM2011050807","AM",". ",". ","2011-05-16",27.8826,-82.5345,"B",115,"A",1.4,2,"8835430301","Archosargus probatocephalus","Sheepshead","."," .",NA,3
"TBM2011050807","AM",". ",". ","2011-05-16",27.8826,-82.5345,"B",115,"A",1.4,3,"8835430301","Archosargus probatocephalus","Sheepshead","."," .",NA,17
"TBM2011050807","AM",". ",". ","2011-05-16",27.8826,-82.5345,"B",115,"A",1.4,4,"8820020113","Syngnathus scovelli","Gulf Pipefish","."," .",NA,2
"TBM2011050807","AM",". ",". ","2011-05-16",27.8826,-82.5345,"B",115,"A",1.4,5,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,3
"TBM2011050807","AM",". ",". ","2011-05-16",27.8826,-82.5345,"B",115,"A",1.4,6,"8835400201","Orthopristis chrysoptera","Pigfish","."," .",NA,7
"TBM2011050807","AM",". ",". ","2011-05-16",27.8826,-82.5345,"B",115,"A",1.4,7,"8861010208","Sphoeroides nephelus","Southern Puffer","."," .",NA,2
"TBM2011050807","AM",". ",". ","2011-05-16",27.8826,-82.5345,"B",115,"A",1.4,8,"8835440301","Bairdiella chrysoura","Silver Perch","."," .",NA,15
"TBM2011050807","AM",". ",". ","2011-05-16",27.8826,-82.5345,"B",115,"A",1.4,9,"8835390100","Eucinostomus spp.","Eucinostomus","."," .",NA,4
"TBM2011050807","AM",". ",". ","2011-05-16",27.8826,-82.5345,"B",115,"A",1.4,10,"8835440102","Cynoscion nebulosus","Spotted Seatrout","."," .",NA,4
"TBM2011050807","AM",". ",". ","2011-05-16",27.8826,-82.5345,"B",115,"A",1.4,11,"8835440401","Leiostomus xanthurus","Spot","."," .",NA,1
"TBM2011051003","AM",". ",". ","2011-05-17",27.70775,-82.634016,"B",278,"B",1.4,1,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,2
"TBM2011051101","AM",". ",". ","2011-05-18",27.892116,-82.628116,"A",97,"A",1.4,1,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,3
"TBM2011051101","AM",". ",". ","2011-05-18",27.892116,-82.628116,"A",97,"A",1.4,2,"8747020201","Anchoa hepsetus","Striped Anchovy","."," .",NA,5
"TBM2011051101","AM",". ",". ","2011-05-18",27.892116,-82.628116,"A",97,"A",1.4,3,"6189010301","Callinectes sapidus","Blue Crab","."," .",NA,2
"TBM2011051101","AM",". ",". ","2011-05-18",27.892116,-82.628116,"A",97,"A",1.4,4,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,4
"TBM2011051101","AM",". ",". ","2011-05-18",27.892116,-82.628116,"A",97,"A",1.4,5,"8835440301","Bairdiella chrysoura","Silver Perch","."," .",NA,3
"TBM2011051101","AM",". ",". ","2011-05-18",27.892116,-82.628116,"A",97,"A",1.4,6,"8861010208","Sphoeroides nephelus","Southern Puffer","."," .",NA,1
"TBM2011051101","AM",". ",". ","2011-05-18",27.892116,-82.628116,"A",97,"A",1.4,7,"8747020201","Anchoa hepsetus","Striped Anchovy","."," .",NA,577
"TBM2011051101","AM",". ",". ","2011-05-18",27.892116,-82.628116,"A",97,"A",1.4,8,"8835440301","Bairdiella chrysoura","Silver Perch","."," .",NA,44
"TBM2011051101","AM",". ",". ","2011-05-18",27.892116,-82.628116,"A",97,"A",1.4,9,"8820020113","Syngnathus scovelli","Gulf Pipefish","."," .",NA,1
"TBM2011051101","AM",". ",". ","2011-05-18",27.892116,-82.628116,"A",97,"A",1.4,10,"8847010603","Gobiosoma robustum","Code Goby","."," .",NA,1
"TBM2011051101","AM",". ",". ","2011-05-18",27.892116,-82.628116,"A",97,"A",1.4,11,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,5
"TBM2011051101","AM",". ",". ","2011-05-18",27.892116,-82.628116,"A",97,"A",1.4,12,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,577
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,1,"8835430301","Archosargus probatocephalus","Sheepshead","."," .",NA,3
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,2,"8835430201","Lagodon rhomboides","Pinfish","."," .",NA,36
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,3,"8835440102","Cynoscion nebulosus","Spotted Seatrout","."," .",NA,3
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,4,"8861030101","Chilomycterus schoepfii","Striped Burrfish","."," .",NA,2
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,5,"8861010208","Sphoeroides nephelus","Southern Puffer","."," .",NA,2
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,6,"8835430301","Archosargus probatocephalus","Sheepshead","."," .",NA,20
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,7,"8835430301","Archosargus probatocephalus","Sheepshead","."," .",NA,13
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,8,"8861010208","Sphoeroides nephelus","Southern Puffer","."," .",NA,1
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,9,"8835440301","Bairdiella chrysoura","Silver Perch","."," .",NA,79
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,10,"8835400201","Orthopristis chrysoptera","Pigfish","."," .",NA,5
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,11,"8820020104","Syngnathus louisianae","Chain Pipefish","."," .",NA,3
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,12,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,3
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,13,"8820020104","Syngnathus louisianae","Chain Pipefish","."," .",NA,1
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,14,"8747020202","Anchoa mitchilli","Bay Anchovy","."," .",NA,312
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,15,"8820020113","Syngnathus scovelli","Gulf Pipefish","."," .",NA,3
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,16,"8847010701","Microgobius gulosus","Clown Goby","."," .",NA,1
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,17,"6177010102","Farfantepenaeus duorarum","Pink Shrimp","."," .",NA,1
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,18,"8820020113","Syngnathus scovelli","Gulf Pipefish","."," .",NA,2
"TBM2011051106","AM",". ",". ","2011-05-18",28.0022,-82.6752,"A",9,"A",1.4,19,"8835440102","Cynoscion nebulosus","Spotted Seatrout","."," .",NA,1
"TBM2011051203","AM",". ",". ","2011-05-12",27.81835,-82.410016,"C",167,"B",1.4,1,"8777180202","Ariopsis felis","Hardhead Catfish","."," .",NA,10
"TBM2011051203","AM",". ",". ","2011-05-12",27.81835,-82.410016,"C",167,"B",1.4,2,"8820020104","Syngnathus louisianae","Chain Pipefish","."," .",NA,1
"TBM2011051204","AM",". ",". ","2011-05-12",27.815216,-82.395233,"C",187,"B",1.4,1,"8738010101","Elops saurus","Ladyfish","."," .",NA,1
"TBM2011051204","AM",". ",". ","2011-05-12",27.815216,-82.395233,"C",187,"B",1.4,2,"8777180202","Ariopsis felis","Hardhead Catfish","."," .",NA,2
"TBM2011051205","AM",". ",". ","2011-05-12",27.886833,-82.40665,"C",109,"B",1.4,1,"8847010701","Microgobius gulosus","Clown Goby","."," .",NA,3
"TBM2011051205","AM",". ",". ","2011-05-12",27.886833,-82.40665,"C",109,"B",1.4,2,"8847010701","Microgobius gulosus","Clown Goby","."," .",NA,31
"TBM2011051205","AM",". ",". ","2011-05-12",27.886833,-82.40665,"C",109,"B",1.4,3,"8861010208","Sphoeroides nephelus","Southern Puffer","."," .",NA,3
"TBM2011051205","AM",". ",". ","2011-05-12",27.886833,-82.40665,"C",109,"B",1.4,4,"8861010208","Sphoeroides nephelus","Southern Puffer","."," .",NA,2
"TBM2011051205","AM",". ",". ","2011-05-12",27.886833,-82.40665,"C",109,"B",1.4,5,"8835280501","Oligoplites saurus","Leatherjacket","."," .",NA,1
"TBM2011051205","AM",". ",". ","2011-05-12",27.886833,-82.40665,"C",109,"B",1.4,6,"8835430301","Archosargus probatocephalus","Sheepshead","."," .",NA,3
"TBM2011051205","AM",". ",". ","2011-05-12",27.886833,-82.40665,"C",109,"B",1.4,7,"8835430301","Archosargus probatocephalus","Sheepshead","."," .",NA,3
"TBM2011051205","AM",". ",". ","2011-05-12",27.886833,-82.40665,"C",109,"B",1.4,8,"8847010603","Gobiosoma robustum","Code Goby","."," .",NA,1
"TBM2011051206","AM",". ",". ","2011-05-12",27.889016,-82.4072,"C",109,"S",1.4,1,"8835390111","Eucinostomus harengulus","Tidewater Mojarra","."," .",NA,3
"TBM2011051206","AM",". ",". ","2011-05-12",27.889016,-82.4072,"C",109,"S",1.4,2,"8847010701","Microgobius gulosus","Clown Goby","."," .",NA,4
"TBM2011051206","AM",". ",". ","2011-05-12",27.889016,-82.4072,"C",109,"S",1.4,3,"8805030300","Menidia spp.","New World silversides","."," .",NA,3
"TBM2011051206","AM",". ",". ","2011-05-12",27.889016,-82.4072,"C",109,"S",1.4,4,"8805030300","Menidia spp.","New World silversides","."," .",NA,233
"TBM2011051206","AM",". ",". ","2011-05-12",27.889016,-82.4072,"C",109,"S",1.4,5,"8861010208","Sphoeroides nephelus","Southern Puffer","."," .",NA,2
"TBM2011051206","AM",". ",". ","2011-05-12",27.889016,-82.4072,"C",109,"S",1.4,6,"8804040101","Cyprinodon variegatus","Sheepshead Minnow","."," .",NA,1
"TBM2011051206","AM",". ",". ","2011-05-12",27.889016,-82.4072,"C",109,"S",1.4,7,"8747020201","Anchoa hepsetus","Striped Anchovy","."," .",NA,7
"TBM2011051206","AM",". ",". ","2011-05-12",27.889016,-82.4072,"C",109,"S",1.4,8,"8804040501","Floridichthys carpio","Goldspotted Killifish","."," .",NA,3
"TBM2011051206","AM",". ",". ","2011-05-12",27.889016,-82.4072,"C",109,"S",1.4,9,"8803020200","Strongylura spp.","Needlefishes","."," .",NA,1
"TBM2011051206","AM",". ",". ","2011-05-12",27.889016,-82.4072,"C",109,"S",1.4,10,"8804040501","Floridichthys carpio","Goldspotted Killifish","."," .",NA,3
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,1,"8835440901","Sciaenops ocellatus","Red Drum","."," .",NA,2
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,2,"8777180202","Ariopsis felis","Hardhead Catfish","."," .",NA,1
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,3,"8835440801","Pogonias cromis","Black Drum","."," .",NA,3
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,4,"8835440102","Cynoscion nebulosus","Spotted Seatrout","."," .",NA,3
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,5,"8835440106","Cynoscion arenarius","Sand Seatrout","."," .",NA,3
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,6,"8738010101","Elops saurus","Ladyfish","."," .",NA,3
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,7,"8738010101","Elops saurus","Ladyfish","."," .",NA,20
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,8,"8835440106","Cynoscion arenarius","Sand Seatrout","."," .",NA,20
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,9,"8835440801","Pogonias cromis","Black Drum","."," .",NA,2
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,10,"8835440401","Leiostomus xanthurus","Spot","."," .",NA,5
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,11,"8836010101","Mugil cephalus","Striped Mullet","."," .",NA,10
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,12,"6189010301","Callinectes sapidus","Blue Crab","."," .",NA,1
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,13,"8738010101","Elops saurus","Ladyfish","."," .",NA,72
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,14,"8836010101","Mugil cephalus","Striped Mullet","."," .",NA,20
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,15,"8836010101","Mugil cephalus","Striped Mullet","."," .",NA,5
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,16,"8804080201","Poecilia latipinna","Sailfin Molly","."," .",NA,1
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,17,"8804040207","Fundulus grandis","Gulf Killifish","."," .",NA,3
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,18,"8804040207","Fundulus grandis","Gulf Killifish","."," .",NA,15
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,19,"8804040213","Fundulus similis","Longnose Killifish","."," .",NA,3
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,20,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,3
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,21,"8804040101","Cyprinodon variegatus","Sheepshead Minnow","."," .",NA,2
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,22,"8804040213","Fundulus similis","Longnose Killifish","."," .",NA,3
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,23,"8804040301","Lucania parva","Rainwater Killifish","."," .",NA,11
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,24,"8804040501","Floridichthys carpio","Goldspotted Killifish","."," .",NA,2
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,25,"8804040101","Cyprinodon variegatus","Sheepshead Minnow","."," .",NA,2
"TBM2011051207","AM",". ",". ","2011-05-12",27.951416,-82.414316,"C",472,"S",1.4,26,"8747050200","Brevoortia spp.","Menhadens","."," .",NA,1
